gene	module
TRINITY_DN1730_c3_g1	turquoise
TRINITY_DN81515_c0_g1	turquoise
TRINITY_DN662_c1_g1	green
TRINITY_DN73944_c1_g1	blue
TRINITY_DN166378_c1_g1	blue
TRINITY_DN34598_c0_g1	blue
TRINITY_DN74565_c1_g1	blue
TRINITY_DN6574_c0_g1	grey
TRINITY_DN14584_c0_g2	turquoise
TRINITY_DN695_c5_g1	turquoise
TRINITY_DN29884_c2_g1	blue
TRINITY_DN64621_c0_g1	turquoise
TRINITY_DN94652_c1_g1	blue
TRINITY_DN47243_c1_g1	blue
TRINITY_DN15506_c0_g3	blue
TRINITY_DN521_c2_g1	blue
TRINITY_DN150876_c0_g1	turquoise
TRINITY_DN393_c2_g1	blue
TRINITY_DN3894_c2_g2	turquoise
TRINITY_DN35718_c0_g1	blue
TRINITY_DN63447_c1_g1	blue
TRINITY_DN15110_c1_g1	grey
TRINITY_DN60987_c1_g1	turquoise
TRINITY_DN124666_c1_g2	turquoise
TRINITY_DN18450_c0_g1	blue
TRINITY_DN166675_c0_g1	turquoise
TRINITY_DN35018_c0_g1	blue
TRINITY_DN176624_c3_g1	turquoise
TRINITY_DN21073_c6_g1	turquoise
TRINITY_DN13959_c1_g2	turquoise
TRINITY_DN51187_c0_g1	grey
TRINITY_DN1621_c1_g2	blue
TRINITY_DN918_c0_g1	turquoise
TRINITY_DN20436_c0_g1	blue
TRINITY_DN923_c6_g1	blue
TRINITY_DN104318_c0_g1	yellow
TRINITY_DN115467_c0_g1	turquoise
TRINITY_DN24074_c6_g1	blue
TRINITY_DN14313_c0_g1	blue
TRINITY_DN118687_c0_g1	turquoise
TRINITY_DN29905_c0_g1	grey
TRINITY_DN5264_c0_g1	blue
TRINITY_DN35225_c0_g1	red
TRINITY_DN11774_c0_g1	turquoise
TRINITY_DN4670_c0_g2	blue
TRINITY_DN9346_c0_g1	turquoise
TRINITY_DN59843_c5_g1	blue
TRINITY_DN290516_c0_g1	turquoise
TRINITY_DN25747_c1_g2	turquoise
TRINITY_DN1709_c4_g1	blue
TRINITY_DN210758_c0_g1	blue
TRINITY_DN143795_c0_g1	turquoise
TRINITY_DN142026_c0_g1	blue
TRINITY_DN34999_c0_g1	blue
TRINITY_DN5512_c2_g1	red
TRINITY_DN143373_c0_g1	turquoise
TRINITY_DN38059_c0_g1	blue
TRINITY_DN42140_c0_g1	turquoise
TRINITY_DN3363_c1_g1	turquoise
TRINITY_DN220_c3_g1	blue
TRINITY_DN7558_c0_g1	turquoise
TRINITY_DN34306_c1_g1	turquoise
TRINITY_DN117329_c0_g1	grey
TRINITY_DN12910_c0_g1	red
TRINITY_DN148313_c0_g1	grey
TRINITY_DN1230_c0_g2	turquoise
TRINITY_DN162420_c0_g1	turquoise
TRINITY_DN26276_c1_g1	blue
TRINITY_DN5174_c3_g2	turquoise
TRINITY_DN57210_c1_g1	turquoise
TRINITY_DN22331_c0_g1	turquoise
TRINITY_DN3139_c1_g1	blue
TRINITY_DN113650_c0_g1	blue
TRINITY_DN69703_c2_g1	turquoise
TRINITY_DN8014_c15_g1	blue
TRINITY_DN297054_c0_g1	turquoise
TRINITY_DN4979_c1_g1	blue
TRINITY_DN22159_c0_g3	blue
TRINITY_DN17021_c0_g1	grey
TRINITY_DN62307_c0_g1	blue
TRINITY_DN267_c9_g1	blue
TRINITY_DN3067_c0_g2	blue
TRINITY_DN6624_c2_g1	blue
TRINITY_DN4759_c0_g3	turquoise
TRINITY_DN5837_c1_g1	turquoise
TRINITY_DN64822_c0_g1	blue
TRINITY_DN17436_c0_g1	brown
TRINITY_DN102761_c1_g1	blue
TRINITY_DN4139_c0_g1	turquoise
TRINITY_DN45635_c0_g1	turquoise
TRINITY_DN567_c1_g1	blue
TRINITY_DN61600_c1_g1	blue
TRINITY_DN9025_c1_g1	turquoise
TRINITY_DN35758_c0_g1	turquoise
TRINITY_DN1749_c4_g1	grey
TRINITY_DN192408_c0_g1	blue
TRINITY_DN47198_c0_g2	blue
TRINITY_DN36400_c0_g1	blue
TRINITY_DN127530_c0_g1	turquoise
TRINITY_DN3481_c0_g1	turquoise
TRINITY_DN233457_c1_g1	red
TRINITY_DN44778_c0_g1	blue
TRINITY_DN45367_c3_g1	blue
TRINITY_DN22159_c0_g4	blue
TRINITY_DN111360_c0_g1	blue
TRINITY_DN40700_c1_g1	turquoise
TRINITY_DN39523_c2_g2	turquoise
TRINITY_DN13337_c0_g5	blue
TRINITY_DN5463_c0_g1	turquoise
TRINITY_DN17211_c0_g1	blue
TRINITY_DN152730_c0_g1	blue
TRINITY_DN6077_c2_g2	turquoise
TRINITY_DN751_c6_g2	turquoise
TRINITY_DN119539_c0_g1	turquoise
TRINITY_DN6843_c1_g1	turquoise
TRINITY_DN140552_c1_g1	blue
TRINITY_DN39679_c0_g1	blue
TRINITY_DN13800_c1_g2	blue
TRINITY_DN26021_c7_g1	turquoise
TRINITY_DN69703_c0_g2	turquoise
TRINITY_DN567_c1_g2	turquoise
TRINITY_DN17512_c0_g1	grey
TRINITY_DN128663_c0_g1	blue
TRINITY_DN4647_c34_g1	turquoise
TRINITY_DN107470_c0_g1	blue
TRINITY_DN6198_c9_g2	turquoise
TRINITY_DN207_c0_g3	turquoise
TRINITY_DN4718_c1_g1	turquoise
TRINITY_DN61600_c2_g1	blue
TRINITY_DN2163_c0_g1	blue
TRINITY_DN166685_c0_g2	blue
TRINITY_DN4064_c0_g1	turquoise
TRINITY_DN56000_c0_g1	turquoise
TRINITY_DN8916_c0_g4	blue
TRINITY_DN76484_c1_g1	blue
TRINITY_DN151848_c0_g2	turquoise
TRINITY_DN1191_c0_g1	turquoise
TRINITY_DN147770_c0_g1	turquoise
TRINITY_DN1970_c6_g1	blue
TRINITY_DN138794_c0_g3	turquoise
TRINITY_DN643_c3_g1	blue
TRINITY_DN36967_c0_g1	turquoise
TRINITY_DN7035_c1_g1	turquoise
TRINITY_DN2568_c0_g1	turquoise
TRINITY_DN19408_c3_g1	blue
TRINITY_DN6379_c4_g1	blue
TRINITY_DN137298_c0_g2	turquoise
TRINITY_DN154_c0_g3	blue
TRINITY_DN100446_c1_g1	brown
TRINITY_DN137712_c0_g1	blue
TRINITY_DN25225_c0_g2	blue
TRINITY_DN158937_c0_g1	turquoise
TRINITY_DN26773_c0_g1	grey
TRINITY_DN137684_c2_g1	turquoise
TRINITY_DN214401_c0_g1	turquoise
TRINITY_DN2961_c0_g1	blue
TRINITY_DN28860_c1_g1	blue
TRINITY_DN288_c1_g1	blue
TRINITY_DN3357_c1_g1	blue
TRINITY_DN149578_c0_g1	turquoise
TRINITY_DN154229_c2_g1	turquoise
TRINITY_DN97424_c0_g1	blue
TRINITY_DN3657_c1_g1	turquoise
TRINITY_DN6786_c11_g2	turquoise
TRINITY_DN97191_c1_g1	turquoise
TRINITY_DN89444_c0_g1	turquoise
TRINITY_DN90237_c0_g1	turquoise
TRINITY_DN63112_c0_g2	turquoise
TRINITY_DN1936_c0_g3	turquoise
TRINITY_DN9106_c2_g1	turquoise
TRINITY_DN23006_c0_g1	turquoise
TRINITY_DN6228_c2_g1	blue
TRINITY_DN9482_c0_g1	turquoise
TRINITY_DN44837_c1_g1	turquoise
TRINITY_DN104125_c0_g1	red
TRINITY_DN3769_c1_g1	turquoise
TRINITY_DN3566_c1_g2	blue
TRINITY_DN82032_c0_g1	blue
TRINITY_DN15669_c0_g1	turquoise
TRINITY_DN6555_c0_g8	blue
TRINITY_DN1436_c0_g1	turquoise
TRINITY_DN116028_c0_g1	turquoise
TRINITY_DN9285_c0_g1	turquoise
TRINITY_DN253822_c0_g1	blue
TRINITY_DN21255_c0_g1	blue
TRINITY_DN156864_c0_g1	turquoise
TRINITY_DN533_c0_g2	blue
TRINITY_DN165071_c3_g1	turquoise
TRINITY_DN13066_c2_g1	blue
TRINITY_DN33592_c1_g2	grey
TRINITY_DN2260_c5_g1	blue
TRINITY_DN66765_c4_g1	turquoise
TRINITY_DN124782_c1_g1	turquoise
TRINITY_DN242452_c0_g1	blue
TRINITY_DN2582_c2_g1	turquoise
TRINITY_DN19714_c0_g1	turquoise
TRINITY_DN56617_c0_g1	blue
TRINITY_DN33702_c0_g2	turquoise
TRINITY_DN2869_c0_g3	blue
TRINITY_DN31151_c0_g1	turquoise
TRINITY_DN10436_c0_g5	turquoise
TRINITY_DN2869_c0_g1	blue
TRINITY_DN97745_c1_g1	blue
TRINITY_DN14973_c0_g2	turquoise
TRINITY_DN6650_c3_g1	blue
TRINITY_DN25061_c0_g1	turquoise
TRINITY_DN10195_c1_g1	blue
TRINITY_DN85159_c0_g1	turquoise
TRINITY_DN12528_c0_g1	blue
TRINITY_DN9174_c0_g1	blue
TRINITY_DN69632_c2_g1	blue
TRINITY_DN62930_c3_g1	blue
TRINITY_DN38552_c0_g1	blue
TRINITY_DN20924_c1_g1	blue
TRINITY_DN174786_c0_g1	turquoise
TRINITY_DN7048_c1_g1	blue
TRINITY_DN151321_c0_g1	blue
TRINITY_DN6174_c0_g3	blue
TRINITY_DN24511_c0_g1	turquoise
TRINITY_DN56_c1_g1	turquoise
TRINITY_DN71180_c0_g1	turquoise
TRINITY_DN995_c7_g1	turquoise
TRINITY_DN77167_c0_g1	turquoise
TRINITY_DN72100_c2_g1	blue
TRINITY_DN7855_c0_g1	turquoise
TRINITY_DN109096_c0_g1	blue
TRINITY_DN626_c3_g1	turquoise
TRINITY_DN25680_c0_g1	turquoise
TRINITY_DN28558_c3_g1	turquoise
TRINITY_DN183730_c0_g1	turquoise
TRINITY_DN130611_c0_g1	turquoise
TRINITY_DN22040_c0_g2	blue
TRINITY_DN7112_c1_g1	turquoise
TRINITY_DN87438_c2_g1	blue
TRINITY_DN26292_c1_g1	turquoise
TRINITY_DN918_c0_g3	turquoise
TRINITY_DN15400_c0_g1	turquoise
TRINITY_DN110049_c0_g1	blue
TRINITY_DN950_c2_g1	grey
TRINITY_DN15_c0_g2	blue
TRINITY_DN14038_c3_g1	blue
TRINITY_DN171076_c0_g1	turquoise
TRINITY_DN16823_c2_g1	blue
TRINITY_DN161181_c4_g1	turquoise
TRINITY_DN26944_c0_g1	blue
TRINITY_DN22601_c0_g1	brown
TRINITY_DN120827_c1_g1	grey
TRINITY_DN8139_c1_g3	blue
TRINITY_DN3160_c0_g1	green
TRINITY_DN1536_c14_g1	blue
TRINITY_DN88216_c0_g1	turquoise
TRINITY_DN104912_c0_g1	grey
TRINITY_DN72498_c0_g1	blue
TRINITY_DN22030_c0_g1	yellow
TRINITY_DN73178_c0_g1	turquoise
TRINITY_DN20596_c1_g1	turquoise
TRINITY_DN4748_c0_g1	grey
TRINITY_DN6852_c0_g2	turquoise
TRINITY_DN94667_c0_g1	turquoise
TRINITY_DN4461_c3_g1	turquoise
TRINITY_DN5046_c0_g2	turquoise
TRINITY_DN52898_c0_g1	turquoise
TRINITY_DN4724_c1_g1	brown
TRINITY_DN89560_c0_g2	blue
TRINITY_DN216740_c0_g1	blue
TRINITY_DN59783_c0_g1	blue
TRINITY_DN219361_c0_g1	turquoise
TRINITY_DN6127_c0_g1	blue
TRINITY_DN29639_c3_g1	red
TRINITY_DN100479_c0_g1	turquoise
TRINITY_DN28362_c0_g1	turquoise
TRINITY_DN160794_c1_g1	turquoise
TRINITY_DN45790_c0_g1	blue
TRINITY_DN93769_c0_g1	turquoise
TRINITY_DN8552_c0_g1	blue
TRINITY_DN547_c2_g2	blue
TRINITY_DN708_c0_g1	blue
TRINITY_DN1767_c4_g2	blue
TRINITY_DN8195_c0_g1	turquoise
TRINITY_DN155134_c0_g1	turquoise
TRINITY_DN8389_c0_g1	turquoise
TRINITY_DN186622_c2_g1	blue
TRINITY_DN42724_c2_g1	turquoise
TRINITY_DN87013_c1_g1	turquoise
TRINITY_DN7072_c3_g1	turquoise
TRINITY_DN108559_c0_g1	blue
TRINITY_DN3573_c1_g1	blue
TRINITY_DN2620_c0_g2	blue
TRINITY_DN1383_c1_g1	turquoise
TRINITY_DN8846_c4_g1	turquoise
TRINITY_DN6704_c0_g1	turquoise
TRINITY_DN118971_c0_g2	turquoise
TRINITY_DN1440_c0_g3	turquoise
TRINITY_DN286_c2_g1	blue
TRINITY_DN1321_c1_g1	turquoise
TRINITY_DN1114_c8_g1	turquoise
TRINITY_DN1246_c0_g1	grey
TRINITY_DN54871_c1_g1	turquoise
TRINITY_DN3025_c2_g2	turquoise
TRINITY_DN19271_c0_g1	turquoise
TRINITY_DN4493_c0_g1	blue
TRINITY_DN75779_c2_g1	blue
TRINITY_DN212851_c0_g1	turquoise
TRINITY_DN50438_c1_g1	grey
TRINITY_DN165071_c2_g1	blue
TRINITY_DN4950_c0_g2	grey
TRINITY_DN88527_c0_g1	blue
TRINITY_DN117477_c0_g1	blue
TRINITY_DN7759_c2_g2	blue
TRINITY_DN141884_c0_g1	turquoise
TRINITY_DN47348_c1_g1	turquoise
TRINITY_DN4177_c0_g1	turquoise
TRINITY_DN17923_c0_g1	turquoise
TRINITY_DN43475_c0_g1	blue
TRINITY_DN127173_c0_g1	turquoise
TRINITY_DN138672_c0_g1	blue
TRINITY_DN285_c1_g1	turquoise
TRINITY_DN83350_c0_g1	turquoise
TRINITY_DN123474_c1_g1	turquoise
TRINITY_DN14286_c5_g1	grey
TRINITY_DN2340_c0_g1	blue
TRINITY_DN291_c1_g1	blue
TRINITY_DN13340_c0_g1	blue
TRINITY_DN4461_c5_g1	turquoise
TRINITY_DN2062_c3_g1	turquoise
TRINITY_DN1097_c26_g1	grey
TRINITY_DN2206_c2_g1	blue
TRINITY_DN47_c0_g1	turquoise
TRINITY_DN9652_c0_g1	turquoise
TRINITY_DN18988_c1_g1	blue
TRINITY_DN93308_c0_g1	blue
TRINITY_DN203030_c0_g1	turquoise
TRINITY_DN16867_c0_g2	blue
TRINITY_DN59950_c1_g1	blue
TRINITY_DN65886_c0_g1	turquoise
TRINITY_DN2988_c3_g1	turquoise
TRINITY_DN23612_c0_g1	blue
TRINITY_DN143824_c0_g1	blue
TRINITY_DN1177_c6_g1	turquoise
TRINITY_DN26357_c0_g1	turquoise
TRINITY_DN22483_c1_g1	blue
TRINITY_DN1536_c1_g1	turquoise
TRINITY_DN22313_c0_g1	blue
TRINITY_DN44811_c0_g1	blue
TRINITY_DN74748_c0_g1	turquoise
TRINITY_DN1940_c1_g1	turquoise
TRINITY_DN47170_c0_g1	turquoise
TRINITY_DN14577_c1_g1	turquoise
TRINITY_DN133494_c0_g1	blue
TRINITY_DN737_c1_g1	blue
TRINITY_DN126298_c0_g1	turquoise
TRINITY_DN58652_c0_g3	turquoise
TRINITY_DN41174_c6_g1	blue
TRINITY_DN112908_c2_g1	grey
TRINITY_DN186_c1_g3	blue
TRINITY_DN274130_c0_g1	turquoise
TRINITY_DN1511_c0_g1	turquoise
TRINITY_DN2120_c75_g1	turquoise
TRINITY_DN91982_c0_g1	blue
TRINITY_DN547_c2_g3	turquoise
TRINITY_DN111195_c0_g1	blue
TRINITY_DN4559_c2_g1	blue
TRINITY_DN8436_c3_g1	blue
TRINITY_DN10386_c1_g1	brown
TRINITY_DN19761_c0_g1	blue
TRINITY_DN11915_c0_g1	blue
TRINITY_DN4939_c0_g1	turquoise
TRINITY_DN38489_c0_g1	blue
TRINITY_DN3506_c1_g1	blue
TRINITY_DN12972_c0_g3	turquoise
TRINITY_DN53482_c0_g1	turquoise
TRINITY_DN2171_c1_g1	turquoise
TRINITY_DN21991_c0_g2	blue
TRINITY_DN116038_c0_g1	blue
TRINITY_DN58741_c0_g1	turquoise
TRINITY_DN5592_c0_g1	blue
TRINITY_DN121946_c0_g1	blue
TRINITY_DN13620_c0_g3	turquoise
TRINITY_DN1939_c0_g1	turquoise
TRINITY_DN2722_c0_g1	turquoise
TRINITY_DN3833_c1_g1	turquoise
TRINITY_DN171137_c2_g1	turquoise
TRINITY_DN1614_c0_g1	turquoise
TRINITY_DN5687_c2_g1	turquoise
TRINITY_DN79046_c0_g1	turquoise
TRINITY_DN5323_c0_g1	grey
TRINITY_DN121575_c4_g1	turquoise
TRINITY_DN192154_c0_g1	blue
TRINITY_DN5505_c5_g1	blue
TRINITY_DN11858_c0_g2	turquoise
TRINITY_DN78409_c0_g1	turquoise
TRINITY_DN1772_c2_g1	blue
TRINITY_DN17991_c0_g4	turquoise
TRINITY_DN48869_c0_g1	blue
TRINITY_DN2812_c0_g1	turquoise
TRINITY_DN213260_c0_g1	blue
TRINITY_DN95208_c0_g1	turquoise
TRINITY_DN207_c4_g5	blue
TRINITY_DN6456_c1_g2	blue
TRINITY_DN29211_c0_g1	turquoise
TRINITY_DN19817_c0_g1	grey
TRINITY_DN149669_c0_g1	turquoise
TRINITY_DN1613_c0_g2	blue
TRINITY_DN104144_c0_g1	blue
TRINITY_DN171395_c0_g1	turquoise
TRINITY_DN102662_c0_g1	blue
TRINITY_DN71236_c0_g1	turquoise
TRINITY_DN23614_c0_g1	blue
TRINITY_DN50339_c0_g1	turquoise
TRINITY_DN985_c7_g1	turquoise
TRINITY_DN27055_c1_g1	turquoise
TRINITY_DN15149_c0_g1	turquoise
TRINITY_DN212171_c0_g2	green
TRINITY_DN18185_c0_g1	turquoise
TRINITY_DN6969_c0_g2	turquoise
TRINITY_DN104125_c1_g1	blue
TRINITY_DN19262_c0_g1	turquoise
TRINITY_DN11733_c0_g1	turquoise
TRINITY_DN1007_c106_g1	turquoise
TRINITY_DN103006_c0_g1	turquoise
TRINITY_DN187700_c0_g1	blue
TRINITY_DN2073_c1_g1	blue
TRINITY_DN735_c0_g1	turquoise
TRINITY_DN9552_c24_g1	blue
TRINITY_DN70167_c0_g1	turquoise
TRINITY_DN22161_c0_g1	blue
TRINITY_DN157298_c1_g1	blue
TRINITY_DN94715_c1_g2	blue
TRINITY_DN5668_c0_g1	grey
TRINITY_DN55509_c1_g1	turquoise
TRINITY_DN193926_c0_g1	turquoise
TRINITY_DN1412_c0_g2	blue
TRINITY_DN526_c0_g1	turquoise
TRINITY_DN4601_c2_g1	turquoise
TRINITY_DN3960_c5_g1	grey
TRINITY_DN34427_c2_g1	turquoise
TRINITY_DN20489_c1_g1	turquoise
TRINITY_DN8752_c0_g1	turquoise
TRINITY_DN120622_c0_g1	turquoise
TRINITY_DN88639_c0_g2	blue
TRINITY_DN190265_c0_g1	turquoise
TRINITY_DN36557_c3_g1	blue
TRINITY_DN67357_c2_g1	blue
TRINITY_DN1354_c2_g1	turquoise
TRINITY_DN2895_c3_g3	turquoise
TRINITY_DN6922_c0_g1	blue
TRINITY_DN24079_c2_g1	grey
TRINITY_DN871_c14_g1	turquoise
TRINITY_DN20188_c0_g2	turquoise
TRINITY_DN5261_c1_g1	blue
TRINITY_DN274269_c0_g1	blue
TRINITY_DN154458_c1_g1	blue
TRINITY_DN901_c2_g1	turquoise
TRINITY_DN14066_c0_g1	turquoise
TRINITY_DN93976_c0_g1	grey
TRINITY_DN2515_c18_g1	blue
TRINITY_DN4314_c6_g1	blue
TRINITY_DN66547_c0_g1	blue
TRINITY_DN6008_c2_g2	turquoise
TRINITY_DN158592_c1_g1	turquoise
TRINITY_DN2801_c2_g1	turquoise
TRINITY_DN12963_c0_g1	blue
TRINITY_DN53820_c0_g2	blue
TRINITY_DN64113_c2_g1	blue
TRINITY_DN15743_c1_g1	brown
TRINITY_DN69078_c0_g1	turquoise
TRINITY_DN5262_c2_g1	blue
TRINITY_DN104720_c1_g1	blue
TRINITY_DN219540_c0_g1	blue
TRINITY_DN8916_c0_g1	blue
TRINITY_DN75410_c0_g1	turquoise
TRINITY_DN186105_c1_g1	turquoise
TRINITY_DN12722_c1_g1	blue
TRINITY_DN2582_c4_g1	blue
TRINITY_DN4009_c11_g1	turquoise
TRINITY_DN15620_c0_g1	blue
TRINITY_DN1131_c43_g1	blue
TRINITY_DN31400_c3_g1	turquoise
TRINITY_DN8325_c0_g4	turquoise
TRINITY_DN72692_c1_g2	blue
TRINITY_DN24706_c0_g1	grey
TRINITY_DN13144_c0_g3	blue
TRINITY_DN995_c1_g1	turquoise
TRINITY_DN2888_c1_g2	blue
TRINITY_DN6443_c0_g2	turquoise
TRINITY_DN31129_c0_g1	turquoise
TRINITY_DN56982_c1_g1	turquoise
TRINITY_DN6605_c0_g1	turquoise
TRINITY_DN25111_c0_g1	turquoise
TRINITY_DN62806_c0_g3	turquoise
TRINITY_DN15743_c1_g2	turquoise
TRINITY_DN74304_c0_g1	blue
TRINITY_DN83405_c3_g1	blue
TRINITY_DN25397_c0_g2	grey
TRINITY_DN9469_c0_g1	turquoise
TRINITY_DN237334_c0_g2	blue
TRINITY_DN148349_c3_g1	blue
TRINITY_DN207_c4_g3	blue
TRINITY_DN68303_c0_g3	turquoise
TRINITY_DN20894_c0_g1	turquoise
TRINITY_DN152_c53_g1	red
TRINITY_DN2988_c10_g1	blue
TRINITY_DN5060_c2_g2	blue
TRINITY_DN4422_c2_g2	blue
TRINITY_DN351_c0_g1	turquoise
TRINITY_DN6936_c0_g4	turquoise
TRINITY_DN129886_c0_g1	green
TRINITY_DN207455_c0_g1	turquoise
TRINITY_DN71860_c0_g1	turquoise
TRINITY_DN19668_c0_g1	blue
TRINITY_DN50394_c0_g1	grey
TRINITY_DN11525_c0_g1	turquoise
TRINITY_DN158728_c0_g1	turquoise
TRINITY_DN79581_c2_g1	blue
TRINITY_DN70731_c1_g1	grey
TRINITY_DN6854_c9_g1	turquoise
TRINITY_DN2103_c0_g2	turquoise
TRINITY_DN61633_c0_g1	blue
TRINITY_DN11237_c0_g1	blue
TRINITY_DN81981_c0_g1	blue
TRINITY_DN3437_c2_g1	turquoise
TRINITY_DN27504_c0_g2	turquoise
TRINITY_DN226229_c0_g1	blue
TRINITY_DN68379_c0_g2	blue
TRINITY_DN98766_c0_g2	turquoise
TRINITY_DN9456_c0_g2	turquoise
TRINITY_DN4366_c0_g1	blue
TRINITY_DN103260_c0_g1	blue
TRINITY_DN5725_c0_g1	turquoise
TRINITY_DN9577_c2_g1	turquoise
TRINITY_DN50224_c0_g1	blue
TRINITY_DN30203_c0_g1	turquoise
TRINITY_DN30934_c0_g2	turquoise
TRINITY_DN81522_c3_g1	turquoise
TRINITY_DN76605_c0_g1	turquoise
TRINITY_DN14027_c4_g1	blue
TRINITY_DN495_c0_g2	blue
TRINITY_DN8552_c1_g1	blue
TRINITY_DN36357_c0_g1	red
TRINITY_DN28455_c0_g1	green
TRINITY_DN45206_c0_g1	blue
TRINITY_DN65112_c0_g1	turquoise
TRINITY_DN1582_c0_g5	turquoise
TRINITY_DN29143_c0_g1	turquoise
TRINITY_DN1407_c30_g1	turquoise
TRINITY_DN54542_c0_g2	turquoise
TRINITY_DN98569_c0_g1	turquoise
TRINITY_DN33193_c0_g1	blue
TRINITY_DN5477_c1_g2	turquoise
TRINITY_DN4930_c0_g1	turquoise
TRINITY_DN57189_c0_g1	turquoise
TRINITY_DN26187_c1_g1	turquoise
TRINITY_DN10729_c0_g2	turquoise
TRINITY_DN24938_c2_g1	turquoise
TRINITY_DN36738_c0_g1	blue
TRINITY_DN167069_c0_g1	turquoise
TRINITY_DN53879_c0_g1	turquoise
TRINITY_DN135235_c0_g1	blue
TRINITY_DN188439_c0_g2	turquoise
TRINITY_DN38538_c0_g1	turquoise
TRINITY_DN64587_c0_g2	blue
TRINITY_DN9452_c0_g1	grey
TRINITY_DN26422_c1_g1	blue
TRINITY_DN60194_c3_g1	grey
TRINITY_DN22774_c0_g1	blue
TRINITY_DN109119_c2_g1	blue
TRINITY_DN1230_c2_g1	turquoise
TRINITY_DN15747_c0_g1	turquoise
TRINITY_DN6813_c1_g2	blue
TRINITY_DN4769_c0_g1	turquoise
TRINITY_DN3458_c0_g3	turquoise
TRINITY_DN109879_c0_g1	turquoise
TRINITY_DN108988_c0_g1	turquoise
TRINITY_DN1523_c0_g1	grey
TRINITY_DN32513_c1_g1	turquoise
TRINITY_DN5283_c11_g1	blue
TRINITY_DN34046_c2_g1	grey
TRINITY_DN331_c0_g1	turquoise
TRINITY_DN3833_c38_g1	turquoise
TRINITY_DN1384_c0_g2	turquoise
TRINITY_DN20805_c3_g1	turquoise
TRINITY_DN1213_c0_g1	blue
TRINITY_DN100803_c0_g1	turquoise
TRINITY_DN38457_c0_g1	blue
TRINITY_DN108731_c0_g1	blue
TRINITY_DN11216_c0_g2	blue
TRINITY_DN91494_c0_g1	turquoise
TRINITY_DN15835_c0_g1	turquoise
TRINITY_DN121646_c0_g1	blue
TRINITY_DN61464_c0_g2	blue
TRINITY_DN64697_c0_g1	turquoise
TRINITY_DN4826_c0_g1	blue
TRINITY_DN32694_c1_g1	turquoise
TRINITY_DN59499_c1_g1	turquoise
TRINITY_DN378_c0_g2	turquoise
TRINITY_DN177365_c0_g1	turquoise
TRINITY_DN31035_c2_g1	blue
TRINITY_DN4662_c0_g5	grey
TRINITY_DN200739_c0_g1	blue
TRINITY_DN6217_c0_g1	turquoise
TRINITY_DN120840_c0_g1	blue
TRINITY_DN265974_c0_g1	blue
TRINITY_DN7825_c1_g1	red
TRINITY_DN112666_c0_g1	blue
TRINITY_DN10027_c0_g2	turquoise
TRINITY_DN195749_c0_g1	turquoise
TRINITY_DN19006_c1_g4	blue
TRINITY_DN171355_c0_g1	blue
TRINITY_DN5380_c0_g2	turquoise
TRINITY_DN91859_c0_g1	turquoise
TRINITY_DN18079_c0_g1	turquoise
TRINITY_DN22630_c0_g1	turquoise
TRINITY_DN1432_c0_g2	blue
TRINITY_DN70001_c0_g1	turquoise
TRINITY_DN651_c0_g1	blue
TRINITY_DN71948_c2_g1	turquoise
TRINITY_DN26269_c0_g2	blue
TRINITY_DN9699_c0_g1	blue
TRINITY_DN92260_c0_g1	blue
TRINITY_DN17682_c2_g1	grey
TRINITY_DN226195_c0_g1	turquoise
TRINITY_DN33806_c0_g1	blue
TRINITY_DN19944_c0_g1	blue
TRINITY_DN39090_c0_g1	blue
TRINITY_DN32810_c0_g1	brown
TRINITY_DN18655_c0_g1	turquoise
TRINITY_DN590_c1_g1	grey
TRINITY_DN23463_c1_g1	turquoise
TRINITY_DN22337_c0_g2	grey
TRINITY_DN844_c3_g3	grey
TRINITY_DN1360_c0_g1	turquoise
TRINITY_DN1597_c0_g1	blue
TRINITY_DN1418_c0_g1	turquoise
TRINITY_DN11076_c0_g1	turquoise
TRINITY_DN24368_c1_g1	blue
TRINITY_DN80823_c0_g2	turquoise
TRINITY_DN16184_c1_g1	turquoise
TRINITY_DN4520_c1_g1	blue
TRINITY_DN7972_c30_g1	turquoise
TRINITY_DN5654_c4_g1	turquoise
TRINITY_DN28794_c2_g1	turquoise
TRINITY_DN11726_c1_g1	blue
TRINITY_DN38093_c0_g1	blue
TRINITY_DN44444_c0_g1	blue
TRINITY_DN60045_c0_g1	turquoise
TRINITY_DN22799_c0_g1	turquoise
TRINITY_DN707_c24_g1	turquoise
TRINITY_DN5113_c0_g2	blue
TRINITY_DN25971_c0_g2	blue
TRINITY_DN4276_c0_g1	turquoise
TRINITY_DN113945_c0_g1	turquoise
TRINITY_DN25286_c0_g1	turquoise
TRINITY_DN22657_c0_g1	blue
TRINITY_DN33179_c0_g2	turquoise
TRINITY_DN79444_c1_g1	turquoise
TRINITY_DN236904_c0_g1	turquoise
TRINITY_DN57508_c0_g1	blue
TRINITY_DN1263_c6_g1	turquoise
TRINITY_DN220049_c1_g1	blue
TRINITY_DN333_c0_g1	turquoise
TRINITY_DN167097_c0_g1	blue
TRINITY_DN5687_c0_g1	blue
TRINITY_DN6555_c0_g7	blue
TRINITY_DN120789_c0_g1	turquoise
TRINITY_DN14548_c1_g1	turquoise
TRINITY_DN127725_c0_g1	turquoise
TRINITY_DN2312_c3_g1	blue
TRINITY_DN25693_c0_g1	blue
TRINITY_DN2895_c7_g1	turquoise
